uuid,name,sex,age,age_group,ethnicity,mother_tongue,religion,marital_status,education_level,field_of_study,occupation,occupation_sector,employment_status,city,district,region,residence_type,country,cultural_background,descriere_generala,profil_profesional,hobby_sport,hobby_arta_cultura,hobby_calatorii,hobby_culinar,career_goals_and_ambitions,persona_summary,skills_and_expertise_list,hobbies_and_interests_list,generation_timestamp,census_reference_year
1fd6d1bd-a6f7-4bad-a6cd-43a5a339b89b,Alexandru Popa,Masculin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),IT/Informatică,Ospătar,Servicii,retired,Călărași,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
3f9d9b02-afec-4708-9027-03c6b9b2f5a4,Viorica Munteanu,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Secretar,Servicii,employed,Strășeni,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
325a1bc5-955b-43d6-bbba-b03b935e30b1,Viktor Shevchenko,Masculin,27,25-34,Ucrainean,Ucraineană,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Psiholog,Servicii,homemaker,Cimișlia,Cantemir,Sud,Urban,Moldova,,,,,,,,,,,,,2024
c7a5e195-38b0-472f-8cee-50b93c4ea696,Iuliana Ciobanu,Feminin,61,55-64,Moldovean,Română,Ortodox,Văduv,Liceal,,Croitoreasă,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
b47fd3e3-e67c-4ef9-ab0d-a9817e72d3af,Nikolai Ciocan,Masculin,20,15-24,Găgăuz,Găgăuză,Musulman,Necăsătorit,Liceal,,Student,Educație,student,Comrat,UTA Găgăuzia,Gagauzia,Urban,Moldova,,,,,,,,,,,,,2024
8c3eaef0-593d-48eb-9079-65d0c6d4362e,Pavel Sandu,Masculin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Comerciant mic,Agricultură,employed,Ocnița,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
cab03a9f-de85-4247-9e7f-a389ef7ca79f,Sergiu Rusu,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Îngrijitor,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
065936ec-c267-4de7-a367-a3a956e396d3,Silvia Bologa,Feminin,36,35-44,Moldovean,Română,Ortodox,Divorțat,Profesional/Tehnic,,Asistent medical,Servicii,employed,Edineț,Florești,Nord,Urban,Moldova,,,,,,,,,,,,,2024
17f2d1c9-5136-40b2-81f9-c922e1a37257,Constantin Melnic,Masculin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Doctorat,Medicină/Sănătate,Muncitor necalificat,Servicii,employed,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
3f87d884-f25e-4b58-beb2-5f2c32187d5d,Oleksandr Lysenko,Masculin,59,55-64,Ucrainean,Ucraineană,Ortodox,Căsătorit,Primar,,Învățător,Servicii,employed,Edineț,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
4c60bf06-90c1-4c45-b574-25e26bf67591,Andrei Sandu,Masculin,37,35-44,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Tâmplar,Servicii,other_inactive,Sîngerei,Drochia,Nord,Rural,Moldova,,,,,,,,,,,,,2024
e3c9a02d-dd43-4e56-8db4-2e264f549565,Ana Istrati,Feminin,83,65+,Moldovean,Română,Martor al lui Iehova,Văduv,Liceal,,Pensionar (fost: inginer),,retired,Călărași,Rezina,Centru,Urban,Moldova,,,,,,,,,,,,,2024
12809a22-2acb-45b2-afc3-6acdad61de87,Vitalie Cojocari,Masculin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Personal de curățenie,Servicii,employed,Orhei,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
26eeda28-09d1-4070-9433-e5da638a6b7e,Lidia Popa,Feminin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Asistent medical,Servicii,employed,Criuleni,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
cd9056dd-94b9-4ef0-9958-e4746451edff,Dmitrii Ciobanu,Masculin,70,65+,Moldovean,Română,Ortodox,Văduv,Liceal,,Pensionar (fost: medic),,retired,Criuleni,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
77da12b3-0306-4834-8b77-e3bfd9889ff9,Gabriela Neagu,Feminin,27,25-34,Român,Română,Catolic,Necăsătorit,Superior (Licență/Master),Științe Sociale,Tâmplar,Servicii,unemployed,Glodeni,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
e09a46e8-cd7e-42a3-8f78-b8ceb738c96c,Andreea Neagu,Feminin,31,25-34,Român,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Meșteșugar,Agricultură,employed,Sîngerei,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
d9dbfed2-97d8-4332-b6a9-d5e2deeb406d,Svitlana Boyko,Feminin,43,35-44,Ucrainean,Ucraineană,Ortodox,Căsătorit,Gimnazial,,Vânzător,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
137cf171-4b4a-444c-836c-4d02f4f1db38,Marian Pop,Masculin,81,65+,Român,Română,Baptist,Văduv,Profesional/Tehnic,,Secretar,Industrie,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
15e9828c-c768-46b4-8561-ed1010797077,Andrei Rusu,Masculin,25,25-34,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Lăcătuș,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
70c785e9-568d-4fd3-a617-15864cfab999,Maria Rusu,Feminin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Tehnician,Servicii,employed,Florești,Sîngerei,Nord,Rural,Moldova,,,,,,,,,,,,,2024
676259c0-16d3-4b85-a989-1305497bde07,Alexandru Ciobanu,Masculin,78,65+,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Asistent medical,Industrie,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
864d14d9-cfde-45d5-ac41-2c838e4fc265,Adrian Buza,Masculin,85,65+,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Servicii,retired,Nisporeni,Călărași,Centru,Urban,Moldova,,,,,,,,,,,,,2024
27be56f1-2230-48d1-9054-9a6d2fe31d30,Simona Barbu,Feminin,60,55-64,Român,Română,Ortodox,Căsătorit,Gimnazial,,Comerciant mic,Agricultură,employed,Rîșcani,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ac039cb4-2aec-448b-95e5-22885e271c2a,Ecaterina Bologa,Feminin,47,45-54,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Învățător,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f20269c6-b613-459e-ae8f-3441741cb650,Ecaterina Cojocaru,Feminin,61,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Tehnician,Servicii,other_inactive,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
ff83f5a5-4b9e-4676-b020-aa2408fb2bc7,Andrei Ionescu,Masculin,50,45-54,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Rural,Moldova,,,,,,,,,,,,,2024
6ec06dfc-ca3a-44ca-adda-fc9f5cf10ca9,Pavel Cojocari,Masculin,82,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: profesor),,retired,Ocnița,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
79e7922d-df80-43fa-bceb-3b2d237d53cf,Liudmila Ciobanu,Feminin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Preot,Agricultură,employed,Fălești,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
901b4640-9dd5-433d-88e5-f15f8eb9565d,Ana Rotaru,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Ospătar,Servicii,employed,Dondușeni,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3ece91c1-ce8d-4591-bc35-6f4e33a52a64,Pavel Popa,Masculin,60,55-64,Moldovean,Română,Ortodox,Divorțat,Doctorat,Inginerie,Profesor,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
7d60f235-75c6-410f-b1f8-3e8cd3c9d3b1,Stefan Ursu,Masculin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Călărași,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
d28b3c6f-7043-453e-ab00-3ea3de2fec04,Daniela Sirbu,Feminin,79,65+,Moldovean,Română,Ortodox,Căsătorit,Doctorat,Științe Sociale,Manager,Servicii,retired,Nisporeni,Ungheni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
95e3e9d5-c32a-4c23-88d7-1e9a8912fda7,Ion Furtuna,Masculin,79,65+,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Pensionar (fost: profesor),,retired,Edineț,Soroca,Nord,Urban,Moldova,,,,,,,,,,,,,2024
d0cd6855-a325-42f1-ad87-e6615166c18b,Cristian Gheorghe,Masculin,76,65+,Român,Română,Fără religie/Ateu,Necăsătorit,Superior (Licență/Master),Agricultură,Consultant IT,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e36d5783-9611-481f-a6f5-97c3da3758d4,Natalia Popa,Feminin,59,55-64,Moldovean,Română,Catolic,Căsătorit,Superior (Licență/Master),Agricultură,Învățător,Servicii,homemaker,Orhei,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
14389f50-9ab9-4c9f-890a-e4b92734005f,Irina Rotaru,Feminin,41,35-44,Moldovean,Română,Ortodox,Separat,Profesional/Tehnic,,Muncitor necalificat,Servicii,employed,Rezina,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
e5b26f86-011e-4b13-8b2d-1d8dc5eaab6e,Liudmila Sandu,Feminin,47,45-54,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Comerciant mic,Agricultură,homemaker,Călărași,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
dc42e4e6-f3b3-45c7-b923-1d9bcc884c14,Veronica Rotaru,Feminin,27,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Meșteșugar,Agricultură,other_inactive,Orhei,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
89cc415a-4f74-4209-ad70-a30bce4321fc,Petru Rusu,Masculin,88,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Paznic,Servicii,retired,Dubăsari,Călărași,Centru,Rural,Moldova,,,,,,,,,,,,,2024
7e0ca6f6-e70d-4ade-a402-b9226e9676f4,Maxim Gheorghe,Masculin,47,45-54,Moldovean,Română,Baptist,Divorțat,Gimnazial,,Lăcătuș,Servicii,unemployed,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
8847e7c7-f371-4aa9-9907-9c0ab7d091a2,Vasile Cazac,Masculin,74,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: medic),,retired,Cimișlia,Taraclia,Sud,Urban,Moldova,,,,,,,,,,,,,2024
0046ae36-72d3-4cf8-873c-a6beb90d23c1,Mihai Ciobanu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Arte/Umanistice,Student,Educație,student,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
28317367-2693-4cf1-b9cf-5e57a57a8a95,Vasile Sirbu,Masculin,50,45-54,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Asistent medical,Agricultură,retired,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
ac817e8d-fa4e-4c5e-9daa-793ef73fbc4b,Ion Lăcătuș,Masculin,26,25-34,Rrom,Română,Martor al lui Iehova,Căsătorit,Superior (Licență/Master),IT/Informatică,Profesor,Servicii,homemaker,Ungheni,Orhei,Centru,Urban,Moldova,,,,,,,,,,,,,2024
22187de1-cbcf-496f-9b74-2c4a2518da46,Alexei Cvasniuc,Masculin,60,55-64,Găgăuz,Găgăuză,Musulman,Căsătorit,Liceal,,Tâmplar,Servicii,other_inactive,Ocnița,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ea7bf5e6-7d8c-4f65-b37e-872c3ecaf813,Nicolae Rotaru,Masculin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Tâmplar,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
1780a13d-8889-4b14-b427-a776c3e3e172,Svetlana Cebotari,Feminin,42,35-44,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Tâmplar,Servicii,homemaker,Călărași,Telenești,Centru,Urban,Moldova,,,,,,,,,,,,,2024
1aca4ab5-4065-4c3c-bc37-bbe57827d459,Boris Cebotari,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Programator,Servicii,employed,Călărași,Strășeni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
74354c88-a8f5-4318-b320-043007260793,Ana Lungu,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Agricultor,Servicii,homemaker,Nisporeni,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
66ce05b8-666d-4a61-9237-96dacc40f538,Vasile Cosovan,Masculin,57,55-64,Moldovean,Română,Ortodox,Separat,Gimnazial,,Tâmplar,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
b40bb3df-00e9-4906-8c7c-4fb3addc893e,Serghei Rotaru,Masculin,46,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Personal de curățenie,Servicii,employed,Dubăsari,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
21b4e1a4-c682-4ce8-817c-e55ab66cca2a,Angela Gheorghe,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Preot,Agricultură,other_inactive,Rezina,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
f0efaacc-85b5-4b28-9884-cfdaa1b86f8c,Sofia Lazar,Feminin,72,65+,Român,Română,Ortodox,Căsătorit,Primar,,Muncitor agricol,Agricultură,retired,Edineț,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
fea814ef-bae4-450b-9f7a-5fc86388fb87,Natalia Sirbu,Feminin,80,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Secretar,Servicii,retired,Orhei,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
bfe98da3-3856-40c4-ac92-5be34c11c7e2,Natalia Ciobanu,Feminin,83,65+,Moldovean,Română,Ortodox,Divorțat,Profesional/Tehnic,,Pensionar (fost: inginer),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
4cf90717-79f2-4665-bb3d-d1e1a35f5600,Ion Sirbu,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Personal de curățenie,Servicii,employed,Rîșcani,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
432aadf9-d540-4d27-972e-26b1830a8097,Natalia Melnic,Feminin,76,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Paznic,Servicii,retired,Criuleni,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
664cdcc9-6c1a-4223-9380-5af1136e1fcd,Simona Rotaru,Feminin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Inginer,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
2cda3fc2-1670-405b-9e8e-1e9dda6870b0,Sergiu Cojocari,Masculin,50,45-54,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Vânzător,Servicii,homemaker,Bălți,Glodeni,Nord,Urban,Moldova,,,,,,,,,,,,,2024
1ed02902-cb14-4a19-869a-ac2ddc409d20,Sergiu Popa,Masculin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Învățător,Industrie,employed,Nisporeni,Nisporeni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
e6a633ed-fac6-4565-bc95-269dc9df5dab,Elena Sandu,Feminin,71,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: contabil),,retired,Nisporeni,Telenești,Centru,Urban,Moldova,,,,,,,,,,,,,2024
41c3f839-0c00-4dc3-a27c-d42f125c27aa,Doina Popa,Feminin,18,15-24,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Asistent medical,Agricultură,student,Basarabeasca,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
0d9f2e2f-050b-445d-b953-3de8eb7a2f25,Svetlana Munteanu,Feminin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Nisporeni,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
bada1539-5885-479d-87b6-ed7b6ed440a5,Ana Munteanu,Feminin,85,65+,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Pensionar (fost: profesor),,retired,Nisporeni,Călărași,Centru,Urban,Moldova,,,,,,,,,,,,,2024
c579d94e-acef-40c6-b857-c37bde10744f,Tetiana Oliynyk,Feminin,49,45-54,Ucrainean,Ucraineană,Ortodox,Căsătorit,Liceal,,Lăcătuș,Servicii,employed,Strășeni,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
b518cb4a-58b0-46a1-b6a0-00e49fd3f2a3,Alla Ivanov,Feminin,58,55-64,Găgăuz,Găgăuză,Musulman,Căsătorit,Doctorat,Agricultură,Paznic,Servicii,other_inactive,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
d7d38405-d4b3-447e-89c5-bb02d1257e76,Sergiu Rotaru,Masculin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Asistent medical,Servicii,other_inactive,Dubăsari,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
49eacbe1-4b2d-4038-a872-52906185f180,Anastasiia Lysenko,Feminin,19,15-24,Ucrainean,Ucraineană,Ortodox,Necăsătorit,Superior (Licență/Master),Arte/Umanistice,Student,Educație,student,Florești,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
dee0b45b-afe3-4c26-917f-01d97b54e851,Victor Cojocari,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Primar,,Muncitor necalificat,Servicii,other_inactive,Fălești,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
85eaab9b-187d-48c4-b7e8-3dac4f0078d2,Maria Gheorghe,Feminin,67,65+,Român,Română,Ortodox,Căsătorit,Superior (Licență/Master),Economie/Finanțe,Pensionar (fost: inginer),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
2c99aea7-b816-41a1-a395-7df23a039fe4,Mihai Furtuna,Masculin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Personal de curățenie,Servicii,employed,Ocnița,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3ef1729e-134e-48ee-bc9b-9a18288d7d49,Dumitru Sandu,Masculin,19,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Inginerie,Student,Educație,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
60f86522-c713-41b0-a805-4bee210e7bd0,Victor Cazacu,Masculin,19,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Îngrijitor,Agricultură,employed,Nisporeni,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
3a47e36d-2f32-43f2-afb0-9c63eac572af,Ion Gheorghe,Masculin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Arte/Umanistice,Ospătar,Servicii,student,Soroca,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
4d5df760-23bc-401f-ba50-e0f080a65c03,Alexandru Popa,Masculin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Economist,Servicii,employed,Ungheni,Dubăsari,Centru,Urban,Moldova,,,,,,,,,,,,,2024
f2a478f3-1a24-450f-ba12-6bbcbee5c2ad,Anatolii Harbuli,Masculin,31,25-34,Găgăuz,Găgăuză,Musulman,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Îngrijitor,Agricultură,employed,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
9b396919-6439-483b-b932-2c892af36d4b,Silvia Popa,Feminin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Programator,Servicii,other_inactive,Bălți,Rîșcani,Nord,Urban,Moldova,,,,,,,,,,,,,2024
df615387-22bf-4b63-8337-b708221dbeb0,Cristina Popescu,Feminin,52,45-54,Român,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Manager,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
44071544-11e4-4ee9-82e0-4d50be132d97,Vladimir Cebotari,Masculin,27,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Personal de curățenie,Servicii,employed,Telenești,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
cc22fa95-1a16-4fd5-8852-20a0a5fdad81,Doina Buza,Feminin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Preot,Agricultură,student,Glodeni,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
16bfd5c6-6ad4-4bf5-a754-dc4ebc69d6f9,Elena Lungu,Feminin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Asistent medical,Servicii,student,Leova,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
18446e15-b642-4848-9663-7a16930fbacf,Natalia Popa,Feminin,73,65+,Moldovean,Română,Ortodox,Divorțat,Liceal,,Pensionar (fost: medic),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e2772b68-aab4-4cf8-8d15-2e0dc43091b1,Bohdan Moroz,Masculin,40,35-44,Ucrainean,Ucraineană,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Asistent medical,Agricultură,employed,Cantemir,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
566fb514-4966-4648-8c1f-0e32d448fc97,Stefan Bologa,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Îngrijitor,Servicii,homemaker,Bălți,Sîngerei,Nord,Urban,Moldova,,,,,,,,,,,,,2024
3a24fcfe-cef8-4edb-bb09-9b0d6d3308d9,Grigore Ciobanu,Masculin,30,25-34,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Zidar,Servicii,student,Rezina,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
99eb599c-9752-4270-8595-4c47b94c366e,Gabriel Ionescu,Masculin,76,65+,Român,Română,Ortodox,Văduv,Superior (Licență/Master),Educație/Pedagogie,Pensionar (fost: medic),,retired,Taraclia,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
c9ee47ac-6b5b-4665-9d8a-9564a85b73f4,Sergiu Popa,Masculin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Zidar,Servicii,other_inactive,Cantemir,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
63e9d412-8d2a-4d34-83ba-225c80446857,Serghei Cazacu,Masculin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Învățător,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
7a68f353-1905-4c66-add0-d37b2c50bef8,Tatiana Cara,Feminin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Șofer,Servicii,unemployed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
9800ec8a-fe4e-4966-9f7a-543dc8d92add,Bojidar Petrov,Masculin,81,65+,Bulgar,Bulgară,Ortodox,Văduv,Gimnazial,,Bucătar,Servicii,retired,Cantemir,Cimișlia,Sud,Urban,Moldova,,,,,,,,,,,,,2024
179fffe3-a921-45d3-9368-b0887fd09baf,Alina Chirila,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Îngrijitor,Agricultură,homemaker,Edineț,Sîngerei,Nord,Rural,Moldova,,,,,,,,,,,,,2024
e6e5d24b-718e-491a-8b5d-32bcd5e56726,Tatiana Sandu,Feminin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Medic,Servicii,homemaker,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
dc3e0bf3-67f4-4bcb-b006-85f6bf9cc7b1,Irina Lungu,Feminin,50,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Ospătar,Servicii,employed,Drochia,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
50b353ad-870d-4329-8c9f-160352ec0382,Gheorghe Cazac,Masculin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Zidar,Servicii,student,Leova,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
70c11274-923f-422b-9ae7-c9600f8224cb,Svetlana Cebotari,Feminin,80,65+,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Asistent medical,Servicii,retired,Ceadîr-Lunga,UTA Găgăuzia,Gagauzia,Urban,Moldova,,,,,,,,,,,,,2024
b2b02ce7-73c0-4f3e-95af-e7b4048e1452,Ana Ciobanu,Feminin,60,55-64,Moldovean,Română,Ortodox,Divorțat,Liceal,,Vânzător,Servicii,retired,Soroca,Ocnița,Nord,Urban,Moldova,,,,,,,,,,,,,2024
35fa90b7-e3d6-4edc-b879-624cabf7e7b1,Valentina Ciorba,Feminin,70,65+,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Pensionar (fost: muncitor),,retired,Fălești,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
c25e8acf-736a-46f5-aacc-753dd03ffc58,Valeriu Istrati,Masculin,38,35-44,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Preot,Agricultură,employed,Ocnița,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
